fnol_id,claim_id,reporting_channel,description_of_loss,police_report_flag,witness_flag,loss_location,weather_condition,point_of_impact,injury_reported_at_fnol
FNOL300843,CLM200843,phone,multi point accident with wind conditions,0,0.0,intersection,rain,right_side,0
FNOL300844,CLM200844,agent,right side accident with fog conditions,0,0.0,urban_arterial,night_clear,left_side,0
FNOL300845,CLM200845,mobile_app,multi point accident with night clear conditions,0,0.0,residential_street,wind,rear_end,0
FNOL300846,CLM200846,phone,multi point accident with fog conditions,0,0.0,highway,rain,rear_end,0
FNOL300847,CLM200847,mobile_app,multi point accident with clear conditions,1,0.0,intersection,fog,rear_end,0
FNOL300848,CLM200848,mobile_app,multi point accident with wind conditions,0,0.0,urban_arterial,wind,front_end,1
FNOL300849,CLM200849,mobile_app,left side accident with rain conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300850,CLM200850,phone,multi point accident with fog conditions,1,0.0,highway,night_clear,left_side,0
FNOL300851,CLM200851,web_portal,front end accident with clear conditions,0,0.0,parking_lot,rain,multi_point,0
FNOL300852,CLM200852,phone,front end accident with night clear conditions,0,1.0,urban_arterial,wind,multi_point,0
FNOL300853,CLM200853,phone,multi point accident with fog conditions,0,0.0,intersection,clear,right_side,0
FNOL300854,CLM200854,agent,front end accident with night clear conditions,1,0.0,highway,rain,rear_end,1
FNOL300855,CLM200855,phone,multi point accident with fog conditions,0,0.0,intersection,clear,front_end,1
FNOL300856,CLM200856,phone,left side accident with night clear conditions,0,0.0,intersection,clear,multi_point,1
FNOL300857,CLM200857,phone,front end accident with rain conditions,1,0.0,parking_lot,rain,rear_end,1
FNOL300858,CLM200858,web_portal,left side accident with clear conditions,0,0.0,parking_lot,night_clear,rear_end,0
FNOL300859,CLM200859,phone,left side accident with fog conditions,0,0.0,residential_street,wind,rear_end,1
FNOL300860,CLM200860,phone,rear end accident with clear conditions,0,0.0,intersection,clear,left_side,0
FNOL300861,CLM200861,phone,left side accident with night clear conditions,1,,urban_arterial,clear,multi_point,0
FNOL300862,CLM200862,phone,rear end accident with night clear conditions,0,0.0,intersection,clear,front_end,0
FNOL300863,CLM200863,mobile_app,left side accident with rain conditions,0,0.0,residential_street,clear,left_side,0
FNOL300864,CLM200864,phone,front end accident with clear conditions,0,0.0,intersection,clear,left_side,0
FNOL300865,CLM200865,mobile_app,right side accident with wind conditions,0,0.0,residential_street,clear,right_side,0
FNOL300866,CLM200866,phone,multi point accident with wind conditions,0,0.0,parking_lot,clear,rear_end,1
FNOL300867,CLM200867,agent,rear end accident with wind conditions,0,0.0,highway,clear,left_side,0
FNOL300868,CLM200868,mobile_app,rear end accident with fog conditions,1,1.0,highway,clear,multi_point,1
FNOL300869,CLM200869,phone,left side accident with fog conditions,0,0.0,highway,night_clear,multi_point,0
FNOL300870,CLM200870,phone,right side accident with rain conditions,0,0.0,parking_lot,night_clear,front_end,0
FNOL300871,CLM200871,web_portal,front end accident with rain conditions,1,0.0,urban_arterial,night_clear,rear_end,0
FNOL300872,CLM200872,web_portal,right side accident with wind conditions,0,0.0,intersection,clear,multi_point,0
FNOL300873,CLM200873,phone,rear end accident with night clear conditions,1,1.0,intersection,clear,multi_point,0
FNOL300874,CLM200874,phone,front end accident with rain conditions,0,0.0,intersection,rain,rear_end,1
FNOL300875,CLM200875,mobile_app,left side accident with rain conditions,0,0.0,intersection,wind,rear_end,0
FNOL300876,CLM200876,phone,right side accident with fog conditions,0,0.0,highway,fog,rear_end,0
FNOL300877,CLM200877,phone,front end accident with clear conditions,1,0.0,intersection,night_clear,left_side,1
FNOL300878,CLM200878,phone,multi point accident with wind conditions,0,0.0,residential_street,rain,rear_end,0
FNOL300879,CLM200879,web_portal,left side accident with clear conditions,0,0.0,urban_arterial,night_clear,rear_end,1
FNOL300880,CLM200880,phone,right side accident with wind conditions,1,0.0,urban_arterial,wind,right_side,0
FNOL300881,CLM200881,phone,rear end accident with night clear conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL300882,CLM200882,phone,multi point accident with night clear conditions,0,0.0,urban_arterial,clear,multi_point,0
FNOL300883,CLM200883,mobile_app,left side accident with clear conditions,0,0.0,highway,rain,front_end,0
FNOL300884,CLM200884,mobile_app,left side accident with fog conditions,0,0.0,intersection,clear,front_end,0
FNOL300885,CLM200885,web_portal,front end accident with fog conditions,0,1.0,highway,clear,multi_point,0
FNOL300886,CLM200886,mobile_app,right side accident with fog conditions,1,0.0,intersection,rain,rear_end,1
FNOL300887,CLM200887,mobile_app,rear end accident with wind conditions,1,0.0,intersection,rain,rear_end,0
FNOL300888,CLM200888,mobile_app,left side accident with night clear conditions,1,,intersection,night_clear,front_end,0
FNOL300889,CLM200889,agent,right side accident with fog conditions,0,1.0,intersection,clear,left_side,1
FNOL300890,CLM200890,agent,right side accident with fog conditions,0,1.0,intersection,night_clear,front_end,1
FNOL300891,CLM200891,phone,right side accident with wind conditions,0,0.0,urban_arterial,clear,multi_point,0
FNOL300892,CLM200892,web_portal,front end accident with fog conditions,0,0.0,residential_street,night_clear,multi_point,0
FNOL300893,CLM200893,phone,left side accident with rain conditions,0,0.0,highway,clear,rear_end,0
FNOL300894,CLM200894,phone,rear end accident with night clear conditions,0,0.0,highway,rain,rear_end,0
FNOL300895,CLM200895,phone,right side accident with wind conditions,0,0.0,residential_street,night_clear,left_side,1
FNOL300896,CLM200896,web_portal,front end accident with fog conditions,1,0.0,residential_street,clear,multi_point,0
FNOL300897,CLM200897,agent,front end accident with clear conditions,1,0.0,intersection,night_clear,rear_end,0
FNOL300898,CLM200898,web_portal,right side accident with rain conditions,1,0.0,highway,rain,rear_end,0
FNOL300899,CLM200899,web_portal,rear end accident with rain conditions,0,0.0,intersection,rain,rear_end,0
FNOL300900,CLM200900,phone,front end accident with wind conditions,1,0.0,urban_arterial,fog,multi_point,0
FNOL300901,CLM200901,agent,front end accident with clear conditions,0,0.0,parking_lot,clear,rear_end,1
FNOL300902,CLM200902,phone,multi point accident with rain conditions,0,1.0,highway,fog,left_side,0
FNOL300903,CLM200903,agent,right side accident with fog conditions,0,1.0,intersection,clear,rear_end,0
FNOL300904,CLM200904,phone,front end accident with wind conditions,0,0.0,parking_lot,fog,left_side,1
FNOL300905,CLM200905,phone,right side accident with clear conditions,0,0.0,urban_arterial,rain,front_end,0
FNOL300906,CLM200906,mobile_app,front end accident with wind conditions,1,1.0,intersection,clear,left_side,0
FNOL300907,CLM200907,phone,right side accident with fog conditions,0,0.0,highway,clear,rear_end,0
FNOL300908,CLM200908,phone,front end accident with wind conditions,1,0.0,intersection,rain,rear_end,0
FNOL300909,CLM200909,web_portal,multi point accident with clear conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL300910,CLM200910,web_portal,multi point accident with fog conditions,0,0.0,urban_arterial,rain,right_side,0
FNOL300911,CLM200911,phone,front end accident with fog conditions,1,0.0,highway,night_clear,right_side,0
FNOL300912,CLM200912,mobile_app,left side accident with rain conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300913,CLM200913,mobile_app,multi point accident with clear conditions,1,0.0,intersection,rain,rear_end,0
FNOL300914,CLM200914,phone,rear end accident with rain conditions,0,0.0,parking_lot,night_clear,front_end,0
FNOL300915,CLM200915,mobile_app,right side accident with fog conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300916,CLM200916,web_portal,left side accident with clear conditions,0,0.0,highway,clear,right_side,0
FNOL300917,CLM200917,agent,left side accident with night clear conditions,0,0.0,residential_street,night_clear,rear_end,0
FNOL300918,CLM200918,phone,left side accident with wind conditions,0,1.0,highway,clear,left_side,0
FNOL300919,CLM200919,web_portal,left side accident with rain conditions,0,0.0,highway,wind,left_side,0
FNOL300920,CLM200920,mobile_app,front end accident with clear conditions,0,0.0,residential_street,clear,multi_point,1
FNOL300921,CLM200921,web_portal,left side accident with wind conditions,0,0.0,residential_street,clear,right_side,0
FNOL300922,CLM200922,agent,multi point accident with clear conditions,1,0.0,parking_lot,rain,rear_end,0
FNOL300923,CLM200923,mobile_app,rear end accident with fog conditions,1,1.0,urban_arterial,clear,rear_end,1
FNOL300924,CLM200924,phone,rear end accident with rain conditions,0,0.0,intersection,rain,front_end,0
FNOL300925,CLM200925,agent,rear end accident with rain conditions,0,1.0,intersection,clear,rear_end,0
FNOL300926,CLM200926,mobile_app,right side accident with wind conditions,0,0.0,intersection,night_clear,front_end,1
FNOL300927,CLM200927,mobile_app,front end accident with rain conditions,0,1.0,intersection,rain,multi_point,0
FNOL300928,CLM200928,mobile_app,rear end accident with rain conditions,0,0.0,residential_street,fog,rear_end,0
FNOL300929,CLM200929,phone,front end accident with rain conditions,1,0.0,intersection,clear,left_side,0
FNOL300930,CLM200930,mobile_app,front end accident with clear conditions,0,0.0,highway,night_clear,rear_end,0
FNOL300931,CLM200931,mobile_app,rear end accident with wind conditions,0,0.0,highway,rain,rear_end,0
FNOL300932,CLM200932,phone,right side accident with fog conditions,0,0.0,intersection,clear,rear_end,1
FNOL300933,CLM200933,phone,rear end accident with rain conditions,1,1.0,intersection,rain,rear_end,0
FNOL300934,CLM200934,web_portal,multi point accident with rain conditions,0,1.0,residential_street,clear,rear_end,0
FNOL300935,CLM200935,mobile_app,multi point accident with night clear conditions,0,0.0,intersection,clear,multi_point,1
FNOL300936,CLM200936,web_portal,multi point accident with fog conditions,0,1.0,parking_lot,clear,left_side,0
FNOL300937,CLM200937,phone,front end accident with wind conditions,0,1.0,highway,rain,rear_end,0
FNOL300938,CLM200938,mobile_app,front end accident with night clear conditions,0,1.0,intersection,clear,rear_end,0
FNOL300939,CLM200939,phone,multi point accident with fog conditions,0,0.0,residential_street,wind,multi_point,0
FNOL300940,CLM200940,web_portal,right side accident with rain conditions,0,0.0,intersection,clear,rear_end,0
FNOL300941,CLM200941,mobile_app,left side accident with night clear conditions,0,1.0,intersection,clear,rear_end,1
FNOL300942,CLM200942,mobile_app,multi point accident with fog conditions,1,0.0,urban_arterial,clear,right_side,1
FNOL300943,CLM200943,agent,rear end accident with rain conditions,0,0.0,intersection,rain,left_side,0
FNOL300944,CLM200944,phone,left side accident with night clear conditions,1,0.0,urban_arterial,clear,rear_end,0
FNOL300945,CLM200945,phone,rear end accident with wind conditions,0,0.0,intersection,clear,left_side,0
FNOL300946,CLM200946,web_portal,right side accident with fog conditions,1,0.0,parking_lot,clear,front_end,1
FNOL300947,CLM200947,mobile_app,front end accident with rain conditions,0,0.0,parking_lot,night_clear,left_side,0
FNOL300948,CLM200948,web_portal,rear end accident with wind conditions,0,0.0,intersection,clear,rear_end,0
FNOL300949,CLM200949,agent,front end accident with fog conditions,0,0.0,residential_street,clear,multi_point,1
FNOL300950,CLM200950,web_portal,left side accident with rain conditions,0,0.0,highway,rain,left_side,0
FNOL300951,CLM200951,phone,front end accident with clear conditions,1,0.0,residential_street,rain,rear_end,1
FNOL300952,CLM200952,phone,multi point accident with night clear conditions,0,0.0,parking_lot,clear,left_side,0
FNOL300953,CLM200953,agent,multi point accident with night clear conditions,1,0.0,highway,night_clear,rear_end,0
FNOL300954,CLM200954,phone,multi point accident with night clear conditions,0,0.0,highway,fog,multi_point,0
FNOL300955,CLM200955,mobile_app,front end accident with rain conditions,0,1.0,residential_street,rain,rear_end,0
FNOL300956,CLM200956,agent,front end accident with wind conditions,0,0.0,intersection,rain,rear_end,1
FNOL300957,CLM200957,web_portal,left side accident with fog conditions,1,0.0,parking_lot,wind,right_side,1
FNOL300958,CLM200958,phone,multi point accident with rain conditions,0,0.0,intersection,clear,rear_end,0
FNOL300959,CLM200959,web_portal,left side accident with night clear conditions,1,0.0,residential_street,night_clear,rear_end,0
FNOL300960,CLM200960,phone,front end accident with rain conditions,0,0.0,intersection,clear,right_side,0
FNOL300961,CLM200961,agent,right side accident with clear conditions,0,0.0,intersection,rain,right_side,0
FNOL300962,CLM200962,mobile_app,rear end accident with clear conditions,0,0.0,highway,clear,rear_end,0
FNOL300963,CLM200963,mobile_app,multi point accident with night clear conditions,1,0.0,residential_street,fog,front_end,0
FNOL300964,CLM200964,phone,right side accident with clear conditions,0,0.0,intersection,night_clear,left_side,0
FNOL300965,CLM200965,phone,left side accident with fog conditions,0,0.0,intersection,rain,multi_point,0
FNOL300966,CLM200966,phone,rear end accident with fog conditions,0,0.0,highway,clear,left_side,0
FNOL300967,CLM200967,web_portal,front end accident with wind conditions,0,0.0,intersection,wind,left_side,1
FNOL300968,CLM200968,mobile_app,left side accident with night clear conditions,0,0.0,intersection,night_clear,right_side,0
FNOL300969,CLM200969,agent,multi point accident with fog conditions,0,0.0,highway,clear,rear_end,0
FNOL300970,CLM200970,phone,left side accident with wind conditions,0,0.0,residential_street,clear,front_end,0
FNOL300971,CLM200971,phone,multi point accident with night clear conditions,0,0.0,parking_lot,rain,left_side,0
FNOL300972,CLM200972,mobile_app,left side accident with night clear conditions,0,0.0,urban_arterial,wind,front_end,0
FNOL300973,CLM200973,web_portal,right side accident with night clear conditions,0,0.0,intersection,clear,front_end,1
FNOL300974,CLM200974,mobile_app,rear end accident with wind conditions,1,0.0,urban_arterial,clear,rear_end,1
FNOL300975,CLM200975,phone,right side accident with rain conditions,1,1.0,residential_street,rain,left_side,1
FNOL300976,CLM200976,phone,front end accident with fog conditions,0,0.0,highway,wind,left_side,0
FNOL300977,CLM200977,web_portal,left side accident with wind conditions,0,1.0,parking_lot,clear,right_side,0
FNOL300978,CLM200978,agent,front end accident with rain conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL300979,CLM200979,agent,left side accident with night clear conditions,0,0.0,residential_street,night_clear,multi_point,0
FNOL300980,CLM200980,web_portal,right side accident with fog conditions,0,0.0,highway,clear,rear_end,0
FNOL300981,CLM200981,web_portal,front end accident with wind conditions,0,0.0,urban_arterial,clear,right_side,1
FNOL300982,CLM200982,web_portal,rear end accident with fog conditions,0,0.0,intersection,clear,left_side,1
FNOL300983,CLM200983,web_portal,right side accident with night clear conditions,0,0.0,urban_arterial,fog,front_end,1
FNOL300984,CLM200984,phone,left side accident with wind conditions,1,0.0,urban_arterial,fog,multi_point,0
FNOL300985,CLM200985,phone,multi point accident with wind conditions,1,0.0,urban_arterial,night_clear,front_end,0
FNOL300986,CLM200986,agent,right side accident with wind conditions,0,0.0,residential_street,rain,rear_end,0
FNOL300987,CLM200987,agent,front end accident with rain conditions,0,0.0,highway,clear,front_end,0
FNOL300988,CLM200988,web_portal,rear end accident with rain conditions,0,0.0,residential_street,rain,front_end,0
FNOL300989,CLM200989,phone,left side accident with night clear conditions,0,0.0,parking_lot,clear,right_side,0
FNOL300990,CLM200990,agent,right side accident with fog conditions,0,0.0,urban_arterial,fog,rear_end,0
FNOL300991,CLM200991,phone,right side accident with wind conditions,1,1.0,urban_arterial,night_clear,rear_end,1
FNOL300992,CLM200992,phone,front end accident with fog conditions,0,1.0,highway,rain,rear_end,1
FNOL300993,CLM200993,mobile_app,front end accident with clear conditions,0,1.0,intersection,rain,left_side,1
FNOL300994,CLM200994,mobile_app,rear end accident with fog conditions,1,0.0,urban_arterial,clear,front_end,1
FNOL300995,CLM200995,phone,right side accident with clear conditions,0,0.0,parking_lot,rain,right_side,0
FNOL300996,CLM200996,mobile_app,front end accident with clear conditions,0,0.0,intersection,fog,rear_end,1
FNOL300997,CLM200997,web_portal,right side accident with rain conditions,1,0.0,urban_arterial,wind,left_side,0
FNOL300998,CLM200998,phone,left side accident with rain conditions,0,0.0,highway,night_clear,multi_point,0
FNOL300999,CLM200999,phone,rear end accident with wind conditions,0,0.0,parking_lot,night_clear,rear_end,0
FNOL301000,CLM201000,web_portal,right side accident with rain conditions,0,1.0,intersection,rain,front_end,0
FNOL301001,CLM201001,agent,front end accident with wind conditions,0,0.0,highway,night_clear,multi_point,0
FNOL301002,CLM201002,agent,multi point accident with rain conditions,0,0.0,parking_lot,wind,rear_end,0
FNOL301003,CLM201003,phone,rear end accident with night clear conditions,0,0.0,parking_lot,rain,left_side,0
FNOL301004,CLM201004,mobile_app,front end accident with fog conditions,1,0.0,highway,clear,front_end,0
FNOL301005,CLM201005,agent,rear end accident with clear conditions,1,1.0,parking_lot,night_clear,rear_end,0
FNOL301006,CLM201006,phone,right side accident with clear conditions,0,1.0,residential_street,night_clear,right_side,0
FNOL301007,CLM201007,web_portal,left side accident with clear conditions,1,0.0,intersection,rain,rear_end,0
FNOL301008,CLM201008,phone,left side accident with fog conditions,0,0.0,residential_street,clear,multi_point,0
FNOL301009,CLM201009,web_portal,right side accident with rain conditions,0,0.0,residential_street,clear,front_end,0
FNOL301010,CLM201010,phone,multi point accident with clear conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL301011,CLM201011,phone,front end accident with wind conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL301012,CLM201012,phone,left side accident with night clear conditions,1,0.0,residential_street,clear,right_side,0
FNOL301013,CLM201013,phone,right side accident with night clear conditions,0,0.0,urban_arterial,rain,front_end,1
FNOL301014,CLM201014,phone,multi point accident with clear conditions,0,0.0,parking_lot,clear,rear_end,1
FNOL301015,CLM201015,phone,rear end accident with night clear conditions,0,0.0,residential_street,rain,rear_end,0
FNOL301016,CLM201016,mobile_app,left side accident with fog conditions,0,0.0,intersection,wind,left_side,0
FNOL301017,CLM201017,phone,multi point accident with rain conditions,1,0.0,intersection,night_clear,rear_end,0
FNOL301018,CLM201018,phone,front end accident with clear conditions,1,0.0,highway,rain,multi_point,0
FNOL301019,CLM201019,phone,front end accident with wind conditions,0,1.0,parking_lot,clear,rear_end,0
FNOL301020,CLM201020,agent,left side accident with rain conditions,0,0.0,highway,clear,rear_end,1
FNOL301021,CLM201021,phone,right side accident with wind conditions,0,1.0,highway,night_clear,front_end,0
FNOL301022,CLM201022,web_portal,right side accident with fog conditions,1,0.0,urban_arterial,night_clear,rear_end,0
FNOL301023,CLM201023,phone,rear end accident with night clear conditions,0,0.0,urban_arterial,clear,right_side,1
FNOL301024,CLM201024,phone,front end accident with wind conditions,0,0.0,intersection,clear,multi_point,0
FNOL301025,CLM201025,agent,multi point accident with wind conditions,0,0.0,intersection,fog,left_side,1
FNOL301026,CLM201026,web_portal,right side accident with fog conditions,1,0.0,residential_street,wind,right_side,0
FNOL301027,CLM201027,web_portal,left side accident with fog conditions,0,0.0,urban_arterial,fog,right_side,0
FNOL301028,CLM201028,phone,left side accident with clear conditions,1,0.0,urban_arterial,clear,rear_end,1
FNOL301029,CLM201029,phone,multi point accident with wind conditions,0,1.0,urban_arterial,night_clear,rear_end,0
FNOL301030,CLM201030,phone,multi point accident with wind conditions,0,0.0,intersection,rain,left_side,0
FNOL301031,CLM201031,phone,left side accident with rain conditions,0,1.0,residential_street,rain,multi_point,1
FNOL301032,CLM201032,agent,front end accident with clear conditions,1,1.0,intersection,clear,right_side,1
FNOL301033,CLM201033,phone,multi point accident with wind conditions,0,1.0,highway,clear,left_side,0
FNOL301034,CLM201034,phone,front end accident with wind conditions,1,0.0,residential_street,clear,rear_end,0
FNOL301035,CLM201035,phone,left side accident with wind conditions,0,1.0,parking_lot,clear,right_side,0
FNOL301036,CLM201036,phone,multi point accident with clear conditions,1,0.0,urban_arterial,night_clear,left_side,0
FNOL301037,CLM201037,phone,rear end accident with night clear conditions,1,0.0,parking_lot,fog,multi_point,1
FNOL301038,CLM201038,phone,right side accident with rain conditions,0,0.0,intersection,night_clear,left_side,0
FNOL301039,CLM201039,agent,right side accident with rain conditions,0,0.0,urban_arterial,fog,rear_end,1
FNOL301040,CLM201040,mobile_app,front end accident with fog conditions,1,0.0,urban_arterial,clear,left_side,0
FNOL301041,CLM201041,phone,rear end accident with night clear conditions,0,0.0,residential_street,fog,front_end,0
FNOL301042,CLM201042,phone,multi point accident with night clear conditions,0,0.0,intersection,rain,front_end,0
FNOL301043,CLM201043,mobile_app,right side accident with clear conditions,0,1.0,intersection,night_clear,left_side,0
FNOL301044,CLM201044,phone,multi point accident with night clear conditions,0,0.0,urban_arterial,rain,multi_point,0
FNOL301045,CLM201045,agent,front end accident with wind conditions,0,0.0,parking_lot,clear,right_side,0
FNOL301046,CLM201046,mobile_app,multi point accident with night clear conditions,0,0.0,intersection,wind,rear_end,1
FNOL301047,CLM201047,mobile_app,right side accident with night clear conditions,0,0.0,intersection,wind,rear_end,0
FNOL301048,CLM201048,web_portal,front end accident with fog conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL301049,CLM201049,phone,left side accident with clear conditions,0,0.0,intersection,clear,left_side,0
FNOL301050,CLM201050,phone,front end accident with clear conditions,0,0.0,intersection,rain,left_side,0
FNOL301051,CLM201051,mobile_app,left side accident with wind conditions,1,0.0,residential_street,night_clear,front_end,1
FNOL301052,CLM201052,phone,rear end accident with clear conditions,0,0.0,urban_arterial,clear,front_end,0
FNOL301053,CLM201053,phone,right side accident with wind conditions,0,0.0,highway,wind,right_side,1
FNOL301054,CLM201054,agent,left side accident with clear conditions,0,0.0,highway,clear,rear_end,0
FNOL301055,CLM201055,agent,right side accident with night clear conditions,1,0.0,intersection,clear,left_side,0
FNOL301056,CLM201056,phone,right side accident with rain conditions,1,0.0,parking_lot,clear,right_side,0
FNOL301057,CLM201057,agent,right side accident with clear conditions,0,1.0,intersection,clear,rear_end,0
FNOL301058,CLM201058,phone,right side accident with rain conditions,1,0.0,highway,clear,rear_end,1
FNOL301059,CLM201059,agent,right side accident with night clear conditions,0,0.0,intersection,fog,left_side,0
FNOL301060,CLM201060,phone,left side accident with fog conditions,1,0.0,intersection,clear,rear_end,0
FNOL301061,CLM201061,mobile_app,left side accident with night clear conditions,1,1.0,urban_arterial,clear,front_end,0
FNOL301062,CLM201062,web_portal,right side accident with rain conditions,0,0.0,urban_arterial,fog,multi_point,0
FNOL301063,CLM201063,phone,multi point accident with wind conditions,1,,intersection,rain,rear_end,0
FNOL301064,CLM201064,agent,left side accident with clear conditions,0,1.0,parking_lot,rain,multi_point,0
FNOL301065,CLM201065,phone,front end accident with fog conditions,0,1.0,urban_arterial,wind,rear_end,0
FNOL301066,CLM201066,agent,front end accident with rain conditions,1,1.0,intersection,clear,front_end,0
FNOL301067,CLM201067,phone,rear end accident with wind conditions,0,0.0,highway,rain,rear_end,1
FNOL301068,CLM201068,phone,right side accident with wind conditions,0,0.0,residential_street,clear,left_side,0
FNOL301069,CLM201069,phone,right side accident with clear conditions,0,1.0,intersection,clear,multi_point,0
FNOL301070,CLM201070,phone,front end accident with wind conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL301071,CLM201071,mobile_app,left side accident with wind conditions,1,1.0,urban_arterial,night_clear,multi_point,1
FNOL301072,CLM201072,web_portal,front end accident with rain conditions,1,1.0,parking_lot,clear,right_side,0
FNOL301073,CLM201073,agent,multi point accident with clear conditions,1,0.0,parking_lot,fog,multi_point,0
FNOL301074,CLM201074,mobile_app,multi point accident with fog conditions,1,0.0,highway,wind,left_side,0
FNOL301075,CLM201075,mobile_app,multi point accident with rain conditions,0,0.0,residential_street,clear,left_side,0
FNOL301076,CLM201076,phone,multi point accident with wind conditions,1,0.0,residential_street,clear,multi_point,0
FNOL301077,CLM201077,web_portal,multi point accident with clear conditions,0,0.0,intersection,clear,right_side,0
FNOL301078,CLM201078,agent,left side accident with rain conditions,0,0.0,parking_lot,clear,right_side,0
FNOL301079,CLM201079,phone,left side accident with wind conditions,0,1.0,highway,night_clear,rear_end,1
FNOL301080,CLM201080,phone,front end accident with night clear conditions,0,1.0,highway,clear,rear_end,1
FNOL301081,CLM201081,phone,right side accident with fog conditions,0,0.0,highway,rain,left_side,0
FNOL301082,CLM201082,phone,front end accident with clear conditions,0,1.0,urban_arterial,clear,rear_end,0
FNOL301083,CLM201083,mobile_app,front end accident with wind conditions,1,0.0,urban_arterial,fog,front_end,1
FNOL301084,CLM201084,phone,multi point accident with clear conditions,0,0.0,intersection,clear,right_side,0
FNOL301085,CLM201085,agent,rear end accident with clear conditions,1,1.0,intersection,clear,left_side,0
FNOL301086,CLM201086,phone,rear end accident with wind conditions,0,1.0,highway,clear,multi_point,1
FNOL301087,CLM201087,phone,right side accident with rain conditions,0,0.0,intersection,night_clear,rear_end,0
FNOL301088,CLM201088,phone,right side accident with clear conditions,0,0.0,residential_street,rain,rear_end,1
FNOL301089,CLM201089,phone,right side accident with fog conditions,1,0.0,parking_lot,clear,rear_end,1
FNOL301090,CLM201090,web_portal,left side accident with rain conditions,0,0.0,intersection,wind,multi_point,0
FNOL301091,CLM201091,agent,rear end accident with wind conditions,0,0.0,highway,wind,front_end,0
FNOL301092,CLM201092,phone,front end accident with night clear conditions,1,0.0,parking_lot,rain,multi_point,0
FNOL301093,CLM201093,phone,multi point accident with clear conditions,1,0.0,highway,night_clear,rear_end,0
FNOL301094,CLM201094,web_portal,right side accident with wind conditions,1,0.0,intersection,clear,rear_end,1
FNOL301095,CLM201095,web_portal,multi point accident with wind conditions,0,0.0,highway,night_clear,right_side,1
FNOL301096,CLM201096,web_portal,rear end accident with night clear conditions,0,0.0,parking_lot,night_clear,left_side,1
FNOL301097,CLM201097,mobile_app,front end accident with rain conditions,0,0.0,urban_arterial,rain,front_end,1
FNOL301098,CLM201098,mobile_app,right side accident with clear conditions,0,0.0,highway,rain,front_end,0
FNOL301099,CLM201099,phone,rear end accident with night clear conditions,0,0.0,highway,clear,front_end,1
FNOL301100,CLM201100,phone,left side accident with clear conditions,0,0.0,parking_lot,clear,right_side,0
FNOL301101,CLM201101,agent,multi point accident with fog conditions,1,0.0,highway,rain,rear_end,0
FNOL301102,CLM201102,phone,rear end accident with wind conditions,0,0.0,highway,night_clear,rear_end,0
FNOL301103,CLM201103,phone,rear end accident with clear conditions,1,0.0,urban_arterial,clear,rear_end,0
FNOL301104,CLM201104,phone,right side accident with rain conditions,0,1.0,highway,rain,front_end,0
FNOL301105,CLM201105,phone,front end accident with clear conditions,0,0.0,highway,clear,right_side,0
FNOL301106,CLM201106,agent,rear end accident with night clear conditions,0,0.0,residential_street,clear,left_side,0
FNOL301107,CLM201107,phone,left side accident with rain conditions,0,0.0,highway,clear,multi_point,0
FNOL301108,CLM201108,mobile_app,right side accident with wind conditions,0,0.0,intersection,night_clear,left_side,0
FNOL301109,CLM201109,agent,multi point accident with rain conditions,1,0.0,residential_street,clear,front_end,0
FNOL301110,CLM201110,phone,rear end accident with wind conditions,0,0.0,urban_arterial,clear,left_side,0
FNOL301111,CLM201111,phone,right side accident with wind conditions,0,0.0,intersection,clear,multi_point,0
FNOL301112,CLM201112,phone,right side accident with clear conditions,0,0.0,urban_arterial,rain,rear_end,0
FNOL301113,CLM201113,phone,right side accident with wind conditions,1,0.0,intersection,rain,front_end,1
FNOL301114,CLM201114,phone,front end accident with wind conditions,0,1.0,highway,clear,front_end,0
FNOL301115,CLM201115,mobile_app,multi point accident with clear conditions,0,0.0,urban_arterial,clear,multi_point,0
FNOL301116,CLM201116,phone,rear end accident with rain conditions,0,,intersection,clear,rear_end,0
FNOL301117,CLM201117,web_portal,right side accident with night clear conditions,1,0.0,residential_street,clear,rear_end,0
FNOL301118,CLM201118,agent,rear end accident with fog conditions,1,1.0,intersection,night_clear,left_side,0
FNOL301119,CLM201119,phone,right side accident with clear conditions,0,0.0,highway,wind,left_side,0
FNOL301120,CLM201120,phone,left side accident with wind conditions,1,0.0,residential_street,clear,rear_end,0
FNOL301121,CLM201121,phone,rear end accident with wind conditions,0,0.0,highway,rain,front_end,0
FNOL301122,CLM201122,phone,rear end accident with fog conditions,0,0.0,highway,clear,left_side,0
FNOL301123,CLM201123,phone,left side accident with clear conditions,0,0.0,intersection,clear,rear_end,0
FNOL301124,CLM201124,mobile_app,front end accident with clear conditions,0,0.0,urban_arterial,rain,front_end,0
FNOL301125,CLM201125,phone,left side accident with rain conditions,1,0.0,residential_street,fog,rear_end,0
